,CustomerID,TenureMonths,MonthlyCharges,ContractType,InternetService,PaymentMethod,Churn,Churn_Flag
6064,CUST110348,15,79.39,One year,Fiber optic,electronic check,yes,1
6065,CUST100767,19,81.04,One year,No,Credit card,no,0
6066,CUST108946,53,41.8,Month-to-month,Fiber optic,Mailed check,yes,1
6067,CUST109533,35,61.65,Month-to-month,No,Bank transfer,yes,1
6068,CUST105777,80,70.06,Month-to-month,No,Mailed check,no,0
6069,CUST101180,20,77.64,,No,Mailed check,no,0
6070,CUST109452,24,53.35,Month-to-month,Fiber optic,Bank transfer,no,0
6071,CUST110041,12,70.06,Month-to-month,Fiber optic,Credit card,no,0
6072,CUST110537,13,24.42,Month-to-month,No,Electronic check,yes,1
6073,CUST105040,13,88.3,Month-to-month,DSL,Credit card,no,0
6074,CUST104290,20,74.98,Month-to-month,DSL,Electronic check,nan,0
6075,CUST100380,19,74.9,One year,No,Mailed check,no,0
6076,CUST105408,10,31.72,One year,,Bank transfer,yes,1
6077,CUST104023,11,66.83,Month-to-month,DSL,Credit card,no,0
6078,CUST104724,8,35.47,Two year,DSL,Bank transfer,no,0
6079,CUST101025,18,45.82,Month-to-month,DSL,Mailed check,no,0
6080,CUST106693,23,41.96,Two year,DSL,Bank transfer,yes,1
6081,CUST109404,16,39.53,Month-to-month,DSL,Bank transfer,no,0
6082,CUST100569,8,20.01,Month-to-month,No,Electronic check,no,0
6083,CUST105463,20,9999.0,Month-to-month,DSL,Electronic check,no,0
6084,CUST101547,28,84.66,,No,electronic check,no,0
6085,CUST101842,35,59.55,Two year,DSL,Mailed check,no,0
6086,CUST101123,35,82.47,One year,Fiber optic,Electronic check,no,0
6087,CUST110888,20,119.0,Two year,No,Credit card,no,0
6088,CUST103856,20,86.01,Month-to-month,No,Bank transfer,no,0
6089,CUST110277,12,94.73,Month-to-month,Fiber optic,Bank transfer,yes,1
6090,CUST106227,33,71.13,Month-to-month,DSL,Credit card,yes,1
6091,CUST101372,10,40.41,One year,Fiber optic,Mailed check,no,0
6092,CUST105142,20,114.04,Month-to-month,DSL,Electronic check,no,0
6093,CUST108576,23,70.65,Month-to-month,Fiber optic,Bank transfer,no,0
6094,CUST106543,68,119.38,Month-to-month,No,Credit card,yes,1
6095,CUST106280,51,31.43,Month-to-month,Fiber optic,Bank transfer,yes,1
6096,CUST100624,18,114.99,One year,Fiber optic,Electronic check,yes,1
6097,CUST109370,33,29.22,Month-to-month,Fiber optic,Electronic check,no,0
6098,CUST101916,13,95.04,Month-to-month,DSL,Credit card,no,0
6099,CUST106820,20,83.85,Month-to-month,Fiber optic,Mailed check,no,0
6100,CUST102641,24,70.06,Month-to-month,Fiber optic,Credit card,no,0
6101,CUST107393,25,70.49,Month-to-month,,Credit card,no,0
6102,CUST103379,0,51.62,Month-to-month,Fiber optic,Electronic check,yes,1
6103,CUST109123,9,96.59,Month-to-month,,Bank transfer,no,0
6104,CUST104217,19,108.37,Month-to-month,DSL,Mailed check,yes,1
6105,CUST103456,50,74.89,One year,DSL,Credit card,no,0
6106,CUST104035,2,70.06,One year,DSL,Credit card,no,0
6107,CUST103169,19,77.39,Two year,No,Mailed check,nan,0
6108,CUST105847,20,40.72,One year,DSL,Bank transfer,no,0
6109,CUST102487,24,70.06,One year,Fiber optic,Electronic check,yes,1
6110,CUST104330,35,38.59,Month-to-month,Fiber optic,Credit card,no,0
6111,CUST102180,29,48.3,Month-to-month,DSL,Bank transfer,no,0
6112,CUST109805,62,53.41,Month-to-month,DSL,Credit card,no,0
6113,CUST108398,11,29.49,Month-to-month,Fiber optic,Bank transfer,yes,1
6114,CUST102722,13,100.28,Month-to-month,DSL,,no,0
6115,CUST100257,2,70.06,Month-to-month,Fiber optic,Mailed check,no,0
6116,CUST107195,11,22.23,Month-to-month,Fiber optic,Credit card,no,0
6117,CUST107062,23,31.09,Month-to-month,No,Credit card,no,0
6118,CUST102950,15,42.76,Month-to-month,Fiber optic,Credit card,no,0
6119,CUST105266,15,111.94,Two year,DSL,Mailed check,no,0
6120,CUST104283,8,76.4,One year,DSL,Bank transfer,no,0
6121,CUST101325,51,70.06,One year,No,,nan,0
6122,CUST100370,16,108.59,Month-to-month,Fiber optic,Mailed check,no,0
6123,CUST110340,9,70.06,One year,Fiber optic,Bank transfer,no,0
6124,CUST101855,12,47.83,Month-to-month,Fiber optic,Mailed check,no,0
6125,CUST105673,23,79.19,One year,Fiber optic,Bank transfer,no,0
6126,CUST105103,32,107.74,One year,,Electronic check,no,0
6127,CUST108633,14,53.77,Two year,,Mailed check,no,0
6128,CUST110935,20,83.29,One year,DSL,Bank transfer,no,0
6129,CUST101425,9,100.28,Month-to-month,Fiber optic,Credit card,no,0
6130,CUST101789,20,100.38,Two year,Fiber optic,Bank transfer,nan,0
6131,CUST107736,56,39.81,Month-to-month,Fiber optic,Bank transfer,no,0
6132,CUST101881,79,68.84,Month-to-month,DSL,Credit card,yes,1
6133,CUST109336,43,119.41,Two year,Fiber optic,Credit card,no,0
6134,CUST104087,16,118.03,One year,,Credit card,no,0
6135,CUST108874,22,82.92,One year,Fiber optic,Credit card,yes,1
6136,CUST104232,39,112.13,Month-to-month,DSL,Bank transfer,no,0
6137,CUST105427,35,87.97,One year,DSL,Bank transfer,nan,0
6138,CUST107749,34,42.09,,,Mailed check,yes,1
6139,CUST101726,41,70.06,One year,Fiber optic,electronic check,no,0
6140,CUST104920,19,41.22,One year,Fiber optic,Electronic check,no,0
6141,CUST110116,60,99.36,Month-to-month,DSL,Bank transfer,no,0
6142,CUST107344,16,83.63,Month-to-month,Fiber optic,Electronic check,no,0
6143,CUST108184,34,77.02,Month-to-month,DSL,Mailed check,no,0
6144,CUST101509,26,24.49,Month-to-month,DSL,Mailed check,no,0
6145,CUST107684,2,75.83,Month-to-month,DSL,Credit card,no,0
6146,CUST100034,40,51.85,One year,DSL,Mailed check,no,0
6148,CUST103245,46,86.21,One year,No,Mailed check,yes,1
6149,CUST105587,12,26.29,Month-to-month,Fiber optic,electronic check,no,0
6150,CUST109654,27,67.83,Two year,Fiber optic,Electronic check,no,0
6151,CUST102899,27,50.52,Month-to-month,Fiber optic,Electronic check,no,0
6152,CUST108519,37,92.68,Two year,DSL,Mailed check,yes,1
6153,CUST103151,10,103.85,Two year,DSL,Mailed check,no,0
6154,CUST102399,2,88.23,Month-to-month,DSL,Electronic check,yes,1
6155,CUST109842,2,78.31,month to month,No,Bank transfer,no,0
6156,CUST104042,5,41.46,One year,Fiber optic,Bank transfer,no,0
6157,CUST102057,3,61.18,Month-to-month,Fiber optic,Credit card,no,0
6158,CUST106427,42,68.36,Two year,No,Electronic check,no,0
6159,CUST103911,10,88.84,One year,,Credit card,no,0
6160,CUST102617,20,80.3,Two year,Fiber optic,Bank transfer,yes,1
6161,CUST107979,6,70.06,One year,Fiber optic,Bank transfer,no,0
6162,CUST104027,20,35.07,Month-to-month,Fiber optic,Credit card,yes,1
6163,CUST100661,15,52.66,Month-to-month,Fiber optic,Mailed check,yes,1
6164,CUST105119,8,35.8,Month-to-month,DSL,Mailed check,no,0
6165,CUST108698,10,41.66,Month-to-month,Fiber optic,Bank transfer,yes,1
6166,CUST102550,13,101.46,Month-to-month,Fiber optic,Mailed check,nan,0
6167,CUST103691,26,109.64,month to month,No,Mailed check,yes,1
6168,CUST101317,5,83.14,Month-to-month,Fiber optic,,no,0
6169,CUST106545,27,101.52,One year,Fiber optic,electronic check,yes,1
6170,CUST108500,32,111.7,One year,Fiber optic,Bank transfer,no,0
6171,CUST103414,19,59.82,Month-to-month,DSL,Mailed check,no,0
6172,CUST100952,11,70.06,One year,Fiber optic,Bank transfer,yes,1
6173,CUST107816,20,105.74,One year,Fiber optic,Credit card,no,0
6174,CUST101110,34,33.31,One year,Fiber optic,Bank transfer,nan,0
6175,CUST105058,26,64.23,Month-to-month,DSL,Credit card,no,0
6176,CUST102280,7,70.06,One year,No,Electronic check,no,0
6177,CUST104223,37,102.27,Month-to-month,,Credit card,no,0
6178,CUST103717,41,49.11,Two year,Fiber optic,Credit card,no,0
6179,CUST101100,14,70.06,One year,DSL,Bank transfer,no,0
6180,CUST108893,6,61.15,One year,No,Bank transfer,yes,1
6181,CUST106470,21,46.76,,Fiber optic,Electronic check,yes,1
6182,CUST105087,9,70.06,Month-to-month,DSL,Electronic check,yes,1
6183,CUST103386,42,86.31,Two year,No,Credit card,no,0
6184,CUST100904,21,40.81,One year,DSL,Credit card,no,0
6185,CUST104355,15,109.86,Two year,DSL,Mailed check,yes,1
6186,CUST104389,56,90.05,Month-to-month,Fiber optic,Electronic check,yes,1
6187,CUST102748,52,81.19,Two year,Fiber optic,Mailed check,no,0
6189,CUST103032,42,93.01,One year,Fiber optic,Bank transfer,no,0
6190,CUST108488,7,93.39,Two year,DSL,Credit card,no,0
6191,CUST106272,13,109.5,Two year,Fiber optic,electronic check,no,0
6192,CUST105159,15,51.26,One year,No,Mailed check,no,0
6193,CUST108048,20,51.48,Two year,No,Electronic check,yes,1
6194,CUST100011,25,95.64,One year,DSL,Electronic check,no,0
6195,CUST109397,20,64.59,Month-to-month,DSL,,nan,0
6196,CUST107594,17,89.02,Month-to-month,Fiber optic,Mailed check,no,0
6197,CUST109852,41,93.92,Month-to-month,Fiber optic,Electronic check,yes,1
6198,CUST110054,17,68.37,Month-to-month,DSL,Credit card,yes,1
6199,CUST107166,0,70.06,Two year,No,Credit card,no,0
6200,CUST104296,10,84.67,One year,DSL,Electronic check,no,0
6201,CUST110307,24,48.48,Two year,Fiber optic,electronic check,yes,1
6202,CUST103616,17,38.21,Month-to-month,No,Electronic check,yes,1
6203,CUST106517,25,69.38,Month-to-month,DSL,,nan,0
6204,CUST102110,9,90.99,Month-to-month,Fiber optic,Bank transfer,no,0
6205,CUST102896,39,78.82,One year,,,yes,1
6206,CUST101939,9,104.3,One year,,Electronic check,no,0
6207,CUST105473,7,70.06,Month-to-month,,Electronic check,yes,1
6208,CUST101552,30,23.05,Month-to-month,DSL,Credit card,no,0
6209,CUST103162,27,34.14,Month-to-month,No,Bank transfer,no,0
6210,CUST102770,21,118.57,Two year,Fiber optic,Mailed check,yes,1
6211,CUST101068,31,41.46,Month-to-month,DSL,Credit card,no,0
6212,CUST105617,25,50.23,Month-to-month,Fiber optic,Mailed check,yes,1
6213,CUST103227,26,70.06,month to month,Fiber optic,Bank transfer,no,0
6214,CUST101790,40,119.73,Month-to-month,Fiber optic,Mailed check,no,0
6215,CUST105564,32,77.32,Month-to-month,DSL,Electronic check,no,0
6216,CUST102959,26,34.5,One year,Fiber optic,Bank transfer,no,0
6217,CUST105863,12,81.54,One year,No,Bank transfer,yes,1
6218,CUST107110,24,94.41,Month-to-month,DSL,Mailed check,no,0
6220,CUST108683,8,50.0,Month-to-month,Fiber optic,Mailed check,yes,1
6221,CUST100266,20,73.75,Month-to-month,Fiber optic,electronic check,yes,1
6222,CUST107776,8,111.76,One year,Fiber optic,Bank transfer,no,0
6223,CUST102299,34,64.44,Month-to-month,Fiber optic,Credit card,no,0
6224,CUST105509,0,50.68,Month-to-month,DSL,Mailed check,no,0
6225,CUST109908,6,67.19,One year,Fiber optic,Bank transfer,yes,1
6226,CUST103778,26,9999.0,Month-to-month,Fiber optic,Mailed check,no,0
6227,CUST108063,16,89.97,Two year,Fiber optic,Bank transfer,no,0
6228,CUST104918,22,30.66,Month-to-month,Fiber optic,Electronic check,nan,0
6229,CUST104101,4,52.33,Month-to-month,DSL,Credit card,no,0
6230,CUST107998,25,119.28,One year,Fiber optic,Bank transfer,no,0
6231,CUST100215,20,87.09,Month-to-month,DSL,Mailed check,yes,1
6232,CUST101690,5,86.15,Two year,,Mailed check,no,0
6233,CUST105750,10,34.5,,No,Electronic check,no,0
6234,CUST109245,32,97.88,One year,No,Mailed check,no,0
6235,CUST109753,12,41.24,One year,DSL,Bank transfer,no,0
6236,CUST104562,43,65.93,month to month,No,Mailed check,no,0
6237,CUST106145,0,114.82,,DSL,Mailed check,no,0
6238,CUST108644,14,108.53,One year,Fiber optic,Credit card,yes,1
6239,CUST106173,28,22.03,Two year,DSL,Bank transfer,yes,1
6240,CUST103062,7,87.5,One year,No,Electronic check,no,0
6242,CUST103157,24,27.77,Two year,Fiber optic,Electronic check,no,0
6243,CUST104258,20,49.62,Two year,DSL,Mailed check,no,0
6244,CUST105818,9,37.06,Two year,DSL,Bank transfer,no,0
6245,CUST109803,20,100.63,Month-to-month,No,Bank transfer,nan,0
6246,CUST102440,9,75.59,Two year,DSL,Credit card,yes,1
6247,CUST102101,15,91.82,Month-to-month,DSL,Bank transfer,no,0
6248,CUST101074,72,86.95,One year,Fiber optic,Credit card,yes,1
6249,CUST102762,14,71.64,Two year,DSL,Electronic check,no,0
6250,CUST103478,16,47.41,One year,Fiber optic,Bank transfer,no,0
6251,CUST107471,20,70.88,month to month,DSL,Electronic check,nan,0
6252,CUST100262,38,24.34,Month-to-month,No,,no,0
6253,CUST101990,8,29.07,,DSL,Electronic check,yes,1
6254,CUST109129,12,115.93,Two year,Fiber optic,Credit card,no,0
6255,CUST109475,21,81.94,Month-to-month,Fiber optic,Mailed check,no,0
6256,CUST103891,28,86.15,Month-to-month,DSL,Credit card,yes,1
6257,CUST104824,20,63.3,Month-to-month,Fiber optic,Bank transfer,no,0
6258,CUST109349,20,98.35,Month-to-month,No,Credit card,no,0
6259,CUST110275,7,32.95,Two year,Fiber optic,,yes,1
6260,CUST107493,20,91.64,Month-to-month,Fiber optic,,yes,1
6261,CUST108242,40,32.39,Month-to-month,DSL,Credit card,no,0
6262,CUST104079,26,70.06,Two year,Fiber optic,Bank transfer,no,0
6263,CUST107264,14,59.82,One year,No,electronic check,yes,1
6264,CUST100962,18,64.32,Month-to-month,DSL,Electronic check,no,0
6265,CUST106388,20,51.69,Month-to-month,DSL,Bank transfer,no,0
6266,CUST101364,18,62.87,Month-to-month,No,Bank transfer,no,0
6267,CUST101065,27,103.65,Month-to-month,No,Electronic check,no,0
6268,CUST109935,3,41.69,Month-to-month,No,Electronic check,no,0
6269,CUST103713,52,61.87,Month-to-month,Fiber optic,Bank transfer,no,0
6270,CUST110281,28,39.2,,Fiber optic,Mailed check,yes,1
6271,CUST100798,11,108.57,One year,DSL,Mailed check,no,0
6272,CUST110039,6,85.76,Two year,No,Credit card,no,0
6273,CUST107295,20,94.06,Two year,,Electronic check,nan,0
6274,CUST102113,18,97.02,Month-to-month,DSL,Mailed check,no,0
6275,CUST109645,14,32.43,Month-to-month,No,Bank transfer,no,0
6276,CUST100134,2,9999.0,Two year,DSL,Bank transfer,no,0
6277,CUST109528,28,94.64,Month-to-month,Fiber optic,Electronic check,no,0
6278,CUST109931,16,85.02,One year,DSL,,no,0
6279,CUST101837,23,51.63,One year,DSL,Electronic check,yes,1
6280,CUST104301,17,87.44,Month-to-month,No,Credit card,no,0
6281,CUST101914,22,70.06,Month-to-month,DSL,Electronic check,no,0
6282,CUST106176,29,22.88,One year,No,Credit card,no,0
6284,CUST108770,20,22.7,Two year,Fiber optic,Electronic check,no,0
6285,CUST104527,16,49.05,One year,Fiber optic,Mailed check,no,0
6286,CUST105907,15,33.64,Month-to-month,Fiber optic,Electronic check,yes,1
6287,CUST103538,14,79.3,Two year,Fiber optic,,no,0
6288,CUST100100,38,71.95,,Fiber optic,Electronic check,no,0
6289,CUST103364,7,70.06,Month-to-month,Fiber optic,Bank transfer,yes,1
6290,CUST110632,10,35.57,One year,Fiber optic,Electronic check,yes,1
6291,CUST101891,5,27.02,Two year,Fiber optic,Electronic check,yes,1
6292,CUST104153,7,54.16,Month-to-month,Fiber optic,Bank transfer,no,0
6293,CUST104864,12,70.06,One year,No,Bank transfer,no,0
6294,CUST110301,46,70.06,,DSL,Mailed check,no,0
6295,CUST101495,8,70.06,One year,Fiber optic,Bank transfer,no,0
6296,CUST106312,10,50.35,One year,Fiber optic,Mailed check,no,0
6297,CUST108088,7,9999.0,Month-to-month,DSL,Bank transfer,no,0
6298,CUST109996,16,116.05,Month-to-month,DSL,Credit card,no,0
6299,CUST106180,7,47.77,Month-to-month,DSL,Credit card,no,0
6300,CUST109237,25,68.81,One year,Fiber optic,Credit card,no,0
6301,CUST103110,20,100.88,One year,No,Credit card,no,0
6302,CUST104727,3,106.05,One year,DSL,Electronic check,yes,1
6303,CUST100761,29,43.96,Month-to-month,Fiber optic,Electronic check,no,0
6304,CUST105289,1,22.32,One year,No,Mailed check,no,0
6305,CUST104371,1,9999.0,Month-to-month,Fiber optic,Electronic check,nan,0
6306,CUST110391,19,89.26,Month-to-month,No,Electronic check,no,0
6307,CUST110471,6,45.2,Month-to-month,DSL,Electronic check,no,0
6308,CUST109359,15,111.13,Two year,DSL,Electronic check,no,0
6309,CUST104095,15,63.26,One year,DSL,electronic check,no,0
6310,CUST108762,20,79.72,One year,,Credit card,no,0
6311,CUST110474,14,102.26,Month-to-month,,Electronic check,yes,1
6312,CUST110114,42,78.42,Month-to-month,,Electronic check,yes,1
6313,CUST110405,32,70.13,Month-to-month,No,Bank transfer,yes,1
6314,CUST101121,4,39.24,Month-to-month,Fiber optic,Credit card,no,0
6315,CUST107826,4,56.71,One year,DSL,Bank transfer,no,0
6316,CUST100600,4,58.89,Two year,No,Electronic check,no,0
6317,CUST105650,39,62.15,Two year,DSL,Mailed check,no,0
6318,CUST108978,53,52.27,One year,DSL,Bank transfer,yes,1
6319,CUST110271,4,32.94,Two year,Fiber optic,Bank transfer,no,0
6320,CUST104150,20,116.65,month to month,Fiber optic,Mailed check,yes,1
6321,CUST100506,64,108.88,Month-to-month,Fiber optic,Bank transfer,yes,1
6322,CUST105628,25,103.43,Month-to-month,Fiber optic,Credit card,yes,1
6323,CUST104276,52,70.06,Month-to-month,DSL,Credit card,no,0
6324,CUST109385,44,34.71,One year,No,Credit card,no,0
6325,CUST105615,32,35.56,Month-to-month,DSL,Bank transfer,no,0
6326,CUST103811,38,57.34,,No,Mailed check,no,0
6327,CUST101897,28,92.44,Two year,Fiber optic,Credit card,no,0
6328,CUST109216,75,103.5,One year,Fiber optic,Bank transfer,no,0
6329,CUST106586,13,94.9,Month-to-month,Fiber optic,Mailed check,no,0
6330,CUST110494,36,75.22,Month-to-month,Fiber optic,Electronic check,no,0
6331,CUST107544,66,51.7,Month-to-month,DSL,Electronic check,yes,1
6332,CUST100240,29,9999.0,One year,No,Mailed check,no,0
6333,CUST107989,20,78.02,Month-to-month,No,Mailed check,no,0
6334,CUST103845,23,38.15,One year,No,Mailed check,no,0
6335,CUST104128,20,56.43,Month-to-month,Fiber optic,Electronic check,no,0
6336,CUST101327,24,36.76,Two year,Fiber optic,Electronic check,no,0
6337,CUST101051,3,72.42,Two year,DSL,Credit card,no,0
6338,CUST101529,55,39.91,Month-to-month,DSL,Electronic check,yes,1
6339,CUST106439,23,90.17,One year,DSL,Mailed check,no,0
6340,CUST103979,14,20.33,One year,,Credit card,no,0
6341,CUST103551,28,78.78,Month-to-month,Fiber optic,Mailed check,no,0
6342,CUST104047,19,98.42,Month-to-month,DSL,Mailed check,no,0
6343,CUST104007,11,112.44,One year,Fiber optic,Electronic check,yes,1
6344,CUST109072,20,77.18,One year,No,Mailed check,no,0
6345,CUST100571,12,60.83,One year,,Electronic check,no,0
6346,CUST104454,43,70.06,Month-to-month,Fiber optic,Mailed check,nan,0
6347,CUST102695,11,60.84,Month-to-month,DSL,Electronic check,no,0
6348,CUST102165,29,111.16,Month-to-month,DSL,Electronic check,no,0
6349,CUST105901,14,110.56,Two year,DSL,Mailed check,no,0
6350,CUST105348,18,118.16,One year,DSL,Bank transfer,no,0
6351,CUST109990,11,36.54,Month-to-month,No,Credit card,no,0
6352,CUST102999,20,61.91,One year,No,,yes,1
6353,CUST106844,15,88.33,One year,DSL,Mailed check,yes,1
6354,CUST107362,8,66.63,Month-to-month,DSL,Bank transfer,no,0
6355,CUST105879,49,27.6,Month-to-month,No,Mailed check,yes,1
6356,CUST106880,4,45.59,One year,Fiber optic,Mailed check,no,0
6357,CUST107111,42,70.06,Month-to-month,Fiber optic,Credit card,yes,1
6358,CUST107945,33,77.88,Month-to-month,Fiber optic,Mailed check,yes,1
6359,CUST110677,32,88.6,Month-to-month,DSL,Credit card,no,0
6360,CUST108692,6,70.06,Month-to-month,,Credit card,no,0
6361,CUST103272,44,41.97,Month-to-month,DSL,Electronic check,no,0
6362,CUST106101,12,60.6,Month-to-month,DSL,Mailed check,no,0
6363,CUST101223,27,80.07,One year,Fiber optic,Bank transfer,no,0
6364,CUST103074,19,57.1,Month-to-month,Fiber optic,Credit card,no,0
6365,CUST106807,31,111.29,Month-to-month,Fiber optic,Credit card,nan,0
6366,CUST108165,14,35.64,,DSL,Electronic check,yes,1
6367,CUST103077,33,43.9,Month-to-month,No,Credit card,yes,1
6368,CUST103446,10,70.06,Month-to-month,Fiber optic,Bank transfer,yes,1
6369,CUST106085,12,85.34,Month-to-month,Fiber optic,Mailed check,yes,1
6370,CUST105003,69,21.04,Month-to-month,Fiber optic,Bank transfer,yes,1
6371,CUST102138,25,51.86,One year,DSL,Credit card,yes,1
6372,CUST101749,27,65.13,Two year,DSL,Mailed check,no,0
6373,CUST105339,45,108.29,Two year,Fiber optic,Electronic check,yes,1
6374,CUST100104,18,78.69,Month-to-month,DSL,Credit card,no,0
6375,CUST106635,50,48.73,Month-to-month,DSL,Electronic check,no,0
6376,CUST101396,28,70.06,Month-to-month,Fiber optic,Mailed check,no,0
6377,CUST106490,10,29.95,Month-to-month,Fiber optic,Electronic check,no,0
6378,CUST108869,5,27.88,Month-to-month,DSL,Electronic check,no,0
6379,CUST103153,20,53.0,Month-to-month,Fiber optic,Electronic check,yes,1
6380,CUST104472,2,38.09,Two year,DSL,Credit card,no,0
6381,CUST107953,26,92.31,Month-to-month,DSL,Mailed check,no,0
6382,CUST105799,7,29.27,Two year,Fiber optic,Electronic check,yes,1
6383,CUST105660,27,27.78,One year,Fiber optic,,yes,1
6384,CUST107435,11,38.71,Month-to-month,DSL,,no,0
6385,CUST105832,37,51.49,One year,No,Mailed check,no,0
6386,CUST108453,11,98.29,One year,DSL,Mailed check,nan,0
6387,CUST110239,17,21.22,Month-to-month,No,Credit card,no,0
6388,CUST105120,10,61.9,One year,DSL,Mailed check,yes,1
6389,CUST108591,24,33.94,Two year,No,Credit card,no,0
6390,CUST105620,28,75.01,Month-to-month,DSL,Bank transfer,yes,1
6391,CUST109233,9,73.46,Month-to-month,DSL,Bank transfer,no,0
6392,CUST105030,12,111.82,One year,DSL,Mailed check,no,0
6393,CUST100399,15,90.69,Two year,,Bank transfer,no,0
6394,CUST109095,20,29.22,Two year,Fiber optic,Bank transfer,no,0
6395,CUST102312,19,33.56,Two year,Fiber optic,Credit card,yes,1
6396,CUST106938,80,70.06,Month-to-month,No,Electronic check,yes,1
6397,CUST104402,30,70.06,Month-to-month,Fiber optic,Electronic check,no,0
6398,CUST108766,36,44.42,Two year,DSL,Electronic check,no,0
6399,CUST108699,12,30.02,Month-to-month,No,Credit card,no,0
6400,CUST110959,31,71.07,Month-to-month,Fiber optic,Mailed check,no,0
6401,CUST104871,27,82.32,Month-to-month,DSL,Electronic check,no,0
6402,CUST101571,38,38.47,Month-to-month,Fiber optic,Mailed check,no,0
6403,CUST107732,13,79.06,Month-to-month,Fiber optic,Credit card,no,0
6404,CUST102493,8,72.13,Month-to-month,Fiber optic,Electronic check,no,0
6405,CUST101793,38,22.57,Month-to-month,No,Credit card,no,0
6406,CUST110524,23,56.28,Month-to-month,Fiber optic,Bank transfer,no,0
6407,CUST110369,4,41.82,Month-to-month,Fiber optic,Mailed check,yes,1
6408,CUST106469,25,61.72,Month-to-month,DSL,,no,0
6409,CUST100554,11,103.2,Month-to-month,DSL,Electronic check,no,0
6410,CUST104704,5,61.89,One year,DSL,Mailed check,yes,1
6411,CUST102931,8,48.76,Two year,Fiber optic,Credit card,no,0
6412,CUST100268,20,34.95,Month-to-month,DSL,Bank transfer,no,0
6413,CUST103040,6,70.06,Two year,DSL,Credit card,no,0
6414,CUST110032,35,70.06,One year,No,electronic check,yes,1
6415,CUST105544,6,29.37,Two year,Fiber optic,Mailed check,no,0
6416,CUST105380,36,42.74,One year,DSL,Bank transfer,yes,1
6418,CUST105501,20,70.06,One year,DSL,Electronic check,no,0
6419,CUST101959,25,70.06,Month-to-month,DSL,Electronic check,yes,1
6420,CUST108539,16,28.99,Month-to-month,No,Bank transfer,no,0
6421,CUST109622,59,97.89,One year,DSL,Credit card,yes,1
6422,CUST108586,10,35.36,One year,No,Electronic check,yes,1
6423,CUST101610,14,110.49,Month-to-month,DSL,Electronic check,no,0
6424,CUST106790,19,46.64,Month-to-month,Fiber optic,Bank transfer,no,0
6425,CUST101368,28,67.94,Month-to-month,DSL,Bank transfer,yes,1
6426,CUST102665,23,30.28,Month-to-month,Fiber optic,Mailed check,no,0
6427,CUST106803,10,25.24,Two year,DSL,Electronic check,no,0
6428,CUST107174,9,70.06,Month-to-month,No,electronic check,yes,1
6429,CUST110299,3,30.11,Month-to-month,Fiber optic,Mailed check,no,0
6430,CUST110160,4,111.95,One year,Fiber optic,Credit card,yes,1
6431,CUST104346,20,52.12,Month-to-month,Fiber optic,Electronic check,no,0
6432,CUST105744,20,59.85,Month-to-month,DSL,Credit card,no,0
6433,CUST103026,21,41.78,Two year,No,Mailed check,no,0
6434,CUST108768,25,93.57,Month-to-month,DSL,Bank transfer,yes,1
6435,CUST101214,54,108.86,Month-to-month,No,Electronic check,no,0
6436,CUST109976,18,96.75,One year,Fiber optic,Electronic check,no,0
6437,CUST106773,21,71.0,Month-to-month,Fiber optic,Mailed check,yes,1
6438,CUST110346,8,26.95,Month-to-month,,Electronic check,no,0
6439,CUST105938,27,24.24,Month-to-month,Fiber optic,Credit card,no,0
6440,CUST105121,10,61.91,Month-to-month,DSL,Electronic check,no,0
6441,CUST101222,11,35.34,Two year,Fiber optic,Electronic check,yes,1
6442,CUST108376,10,73.18,One year,DSL,Electronic check,no,0
6443,CUST101141,20,70.06,Two year,DSL,Bank transfer,yes,1
6444,CUST109180,55,115.37,Month-to-month,Fiber optic,Mailed check,no,0
6445,CUST108775,22,93.54,Month-to-month,Fiber optic,Mailed check,no,0
6446,CUST100513,17,37.52,One year,No,Credit card,nan,0
6447,CUST103626,48,68.78,Two year,DSL,Mailed check,no,0
6448,CUST107524,33,70.06,Month-to-month,DSL,Bank transfer,yes,1
6449,CUST109883,25,80.78,Month-to-month,DSL,Bank transfer,no,0
6450,CUST108840,28,78.3,One year,No,Electronic check,yes,1
6451,CUST104503,24,104.73,One year,DSL,Credit card,yes,1
6452,CUST101448,31,79.81,Month-to-month,DSL,Credit card,no,0
6453,CUST108172,35,64.56,One year,DSL,Bank transfer,no,0
6455,CUST103063,15,31.34,One year,No,Electronic check,no,0
6456,CUST107142,102,57.74,Month-to-month,Fiber optic,Electronic check,yes,1
6457,CUST103265,9,40.56,,No,Bank transfer,no,0
6458,CUST105181,4,78.44,Two year,Fiber optic,Bank transfer,no,0
6459,CUST100401,6,104.43,Two year,No,Electronic check,no,0
6460,CUST102803,20,57.47,Month-to-month,Fiber optic,Bank transfer,no,0
6461,CUST106030,20,51.83,,DSL,electronic check,yes,1
6462,CUST106626,66,71.9,Month-to-month,DSL,Mailed check,yes,1
6463,CUST108622,9,96.47,Month-to-month,DSL,Bank transfer,no,0
6464,CUST102193,47,115.9,Month-to-month,,Bank transfer,no,0
6465,CUST100195,17,74.26,Month-to-month,Fiber optic,Mailed check,yes,1
6466,CUST102781,33,79.79,Month-to-month,No,Mailed check,no,0
6467,CUST104249,20,71.05,Month-to-month,Fiber optic,Electronic check,yes,1
6468,CUST106975,18,116.97,Month-to-month,DSL,Credit card,no,0
6469,CUST100543,6,39.19,Month-to-month,DSL,Mailed check,nan,0
