CustomerID,TenureMonths,MonthlyCharges,ContractType,InternetService,PaymentMethod,Churn
CUST104095,15.0,63.26,One year,DSL, electronic check ,NO 
CUST108762,,79.72,One year,,Credit card,No
CUST110474,14.0,102.26,Month-to-month,,Electronic check,Yes
CUST110114,42.0,78.42,Month-to-month,,Electronic check,Yes
CUST110405,32.0,70.13,Month-to-month,No,Bank transfer,Yes
CUST101121,4.0,39.24,Month-to-month,Fiber optic,Credit card,No
CUST107826,4.0,56.71,One year,DSL,Bank transfer,No
CUST100600,4.0,58.89,Two year,No,Electronic check,No
CUST105650,39.0,62.15,Two year,DSL,Mailed check,No
CUST108978,53.0,52.27,One year,DSL,Bank transfer,Yes
CUST110271,4.0,32.94,Two year,Fiber optic,Bank transfer,No
CUST104150,N/A,116.65,month to month,Fiber optic,Mailed check,Yes
CUST100506,64.0,108.88,Month-to-month,Fiber optic,Bank transfer, yes
CUST105628,25.0,103.43,Month-to-month,Fiber optic,Credit card,Yes
CUST104276,52.0,unknown,Month-to-month,DSL,Credit card,No
CUST109385,44.0,34.71,One year,No,Credit card,No
CUST105615,32.0,35.56,Month-to-month,DSL,Bank transfer,No
CUST103811,38.0,57.34,,No,Mailed check,No
CUST101897,28.0,92.44,Two year,Fiber optic,Credit card,No
CUST109216,75.0,103.5,One year,Fiber optic,Bank transfer,No
CUST106586,13.0,94.9,Month-to-month,Fiber optic,Mailed check,No
CUST110494,36.0,75.22,Month-to-month,Fiber optic,Electronic check,No
CUST107544,66.0,51.7,Month-to-month,DSL,Electronic check,Yes
CUST100240,29.0,9999.0,One year,No,Mailed check,No
CUST107989,,78.02,Month-to-month,No,Mailed check,No
CUST103845,23.0,38.15,One year,No,Mailed check,No
CUST104128,,56.43,Month-to-month,Fiber optic,Electronic check,No
CUST101327,24.0,36.76,Two year,Fiber optic,Electronic check,No
CUST101051,3.0,72.42,Two year,DSL,Credit card,No
CUST101529,55.0,39.91,Month-to-month,DSL,Electronic check,Yes
CUST106439,23.0,90.17,One year,DSL,Mailed check,No
CUST103979,14.0,20.33,One year,,Credit card,No
CUST103551,28.0,78.78,Month-to-month,Fiber optic,Mailed check,No
CUST104047,19.0,98.42,Month-to-month,DSL,Mailed check,No
CUST104007,11.0,112.44,One year,Fiber optic,Electronic check,Yes
CUST109072,N/A,77.18,One year,No,Mailed check,No
CUST100571,12.0,60.83,One year,,Electronic check,No
CUST104454,43.0,unknown,Month-to-month,Fiber optic,Mailed check,
CUST102695,11.0,60.84,Month-to-month,DSL,Electronic check,No
CUST102165,29.0,111.16,Month-to-month,DSL,Electronic check,No
CUST105901,14.0,110.56,Two year,DSL,Mailed check,No
CUST105348,18.0,118.16,One year,DSL,Bank transfer,No
CUST109990,11.0,36.54,Month-to-month,No,Credit card,No
CUST102999,N/A,61.91,One year,No,,Yes
CUST106844,15.0,88.33,One year,DSL,Mailed check,Yes
CUST107362,8.0,66.63,Month-to-month,DSL,Bank transfer,No
CUST105879,49.0,27.6,Month-to-month,No,Mailed check,Yes
CUST106880,4.0,45.59,One year,Fiber optic,Mailed check,No
CUST107111,42.0,,Month-to-month,Fiber optic,Credit card,Yes
CUST107945,33.0,77.88,Month-to-month,Fiber optic,Mailed check,Yes
CUST110677,32.0,88.6,Month-to-month,DSL,Credit card,No
CUST108692,6.0,,Month-to-month,,Credit card,No
CUST103272,44.0,41.97,Month-to-month,DSL,Electronic check,No
CUST106101,12.0,60.6,Month-to-month,DSL,Mailed check,No
CUST101223,27.0,80.07,One year,Fiber optic,Bank transfer,No
CUST103074,19.0,57.1,Month-to-month,Fiber optic,Credit card,No
CUST106807,31.0,111.29,Month-to-month,Fiber optic,Credit card,
CUST108165,14.0,35.64,,DSL,Electronic check,Yes
CUST103077,33.0,43.9,Month-to-month,No,Credit card,Yes
CUST103446,10.0,,Month-to-month,Fiber optic,Bank transfer,Yes
CUST106085,12.0,85.34,Month-to-month,Fiber optic,Mailed check,Yes
CUST105003,69.0,21.04,Month-to-month,Fiber optic,Bank transfer,Yes
CUST102138,25.0,51.86,One year,DSL,Credit card,Yes
CUST101749,27.0,65.13,Two year,DSL,Mailed check,No
CUST105339,45.0,108.29,Two year,Fiber optic,Electronic check,Yes
CUST100104,18.0,78.69,Month-to-month,DSL,Credit card,No
CUST106635,50.0,48.73,Month-to-month,DSL,Electronic check,No
CUST101396,28.0,unknown,Month-to-month,Fiber optic,Mailed check,No
CUST106490,10.0,29.95,Month-to-month,Fiber optic,Electronic check,No
CUST108869,5.0,27.88,Month-to-month,DSL,Electronic check,No
CUST103153,,53.0,Month-to-month,Fiber optic,Electronic check,Yes
CUST104472,2.0,38.09,Two year,DSL,Credit card,No
CUST107953,26.0,92.31,Month-to-month,DSL,Mailed check,No
CUST105799,7.0,29.27,Two year,Fiber optic,Electronic check,Yes
CUST105660,27.0,27.78,One year,Fiber optic,, yes
CUST107435,11.0,38.71,Month-to-month,DSL,,No
CUST105832,37.0,51.49,One year,No,Mailed check,No
CUST108453,11.0,98.29,One year,DSL,Mailed check,
CUST110239,17.0,21.22,Month-to-month,No,Credit card,No
CUST105120,10.0,61.9,One year,DSL,Mailed check,Yes
CUST108591,24.0,33.94,Two year,No,Credit card,No
CUST105620,28.0,75.01,Month-to-month,DSL,Bank transfer,Yes
CUST109233,9.0,73.46,Month-to-month,DSL,Bank transfer,No
CUST105030,12.0,111.82,One year,DSL,Mailed check,No
CUST100399,15.0,90.69,Two year,,Bank transfer,No
CUST109095,,29.22,Two year,Fiber optic,Bank transfer,No
CUST102312,19.0,33.56,Two year,Fiber optic,Credit card,Yes
CUST106938,80.0,,Month-to-month,No,Electronic check,Yes
CUST104402,30.0,unknown,Month-to-month,Fiber optic,Electronic check,No
CUST108766,36.0,44.42,Two year,DSL,Electronic check,No
CUST108699,12.0,30.02,Month-to-month,No,Credit card,No
CUST110959,31.0,71.07,Month-to-month,Fiber optic,Mailed check,No
CUST104871,27.0,82.32,Month-to-month,DSL,Electronic check,No
CUST101571,38.0,38.47,Month-to-month,Fiber optic,Mailed check,No
CUST107732,13.0,79.06,Month-to-month,Fiber optic,Credit card,No
CUST102493,8.0,72.13,Month-to-month,Fiber optic,Electronic check,No
CUST101793,38.0,22.57,Month-to-month,No,Credit card,No
CUST110524,23.0,56.28,Month-to-month,Fiber optic,Bank transfer,No
CUST110369,4.0,41.82,Month-to-month,Fiber optic,Mailed check,Yes
CUST106469,25.0,61.72,Month-to-month,DSL,,No
CUST100554,11.0,103.2,Month-to-month,DSL,Electronic check,No
CUST104704,5.0,61.89,One year,DSL,Mailed check,Yes
CUST102931,8.0,48.76,Two year,Fiber optic,Credit card,No
CUST100268,20.0,34.95,Month-to-month,DSL,Bank transfer,No
CUST103040,6.0,,Two year,DSL,Credit card,No
CUST110032,35.0,,One year,No, electronic check ,Yes
CUST105544,6.0,29.37,Two year,Fiber optic,Mailed check,No
CUST105380,36.0,42.74,One year,DSL,Bank transfer,Yes
CUST105398,34.0,105.56,Month-to-month,DSL,Credit card,No
CUST105501,N/A,,One year,DSL,Electronic check,No
CUST101959,25.0,,Month-to-month,DSL,Electronic check,Yes
CUST108539,16.0,28.99,Month-to-month,No,Bank transfer,No
CUST109622,59.0,97.89,One year,DSL,Credit card,Yes
CUST108586,10.0,35.36,One year,No,Electronic check,Yes
CUST101610,14.0,110.49,Month-to-month,DSL,Electronic check,No
CUST106790,19.0,46.64,Month-to-month,Fiber optic,Bank transfer,No
CUST101368,28.0,67.94,Month-to-month,DSL,Bank transfer,Yes
CUST102665,23.0,30.28,Month-to-month,Fiber optic,Mailed check,No
CUST106803,10.0,25.24,Two year,DSL,Electronic check,No
CUST107174,9.0,,Month-to-month,No, electronic check , yes
CUST110299,3.0,30.11,Month-to-month,Fiber optic,Mailed check,No
CUST110160,4.0,111.95,One year,Fiber optic,Credit card,Yes
CUST104346,,52.12,Month-to-month,Fiber optic,Electronic check,No
CUST105744,,59.85,Month-to-month,DSL,Credit card,No
CUST103026,21.0,41.78,Two year,No,Mailed check,No
CUST108768,25.0,93.57,Month-to-month,DSL,Bank transfer,Yes
CUST101214,54.0,108.86,Month-to-month,No,Electronic check,No
CUST109976,18.0,96.75,One year,Fiber optic,Electronic check,No
CUST106773,21.0,71.0,Month-to-month,Fiber optic,Mailed check,Yes
CUST110346,8.0,26.95,Month-to-month,,Electronic check,No
CUST105938,27.0,24.24,Month-to-month,Fiber optic,Credit card,No
CUST105121,10.0,61.91,Month-to-month,DSL,Electronic check,No
CUST101222,11.0,35.34,Two year,Fiber optic,Electronic check,Yes
CUST108376,10.0,73.18,One year,DSL,Electronic check,No
CUST101141,,unknown,Two year,DSL,Bank transfer,Yes
CUST109180,55.0,115.37,Month-to-month,Fiber optic,Mailed check,No
CUST108775,22.0,93.54,Month-to-month,Fiber optic,Mailed check,No
CUST100513,17.0,37.52,One year,No,Credit card,
CUST103626,48.0,68.78,Two year,DSL,Mailed check,No
CUST107524,33.0,,Month-to-month,DSL,Bank transfer,Yes
CUST109883,25.0,80.78,Month-to-month,DSL,Bank transfer,No
CUST108840,28.0,78.3,One year,No,Electronic check,Yes
CUST104503,24.0,104.73,One year,DSL,Credit card,Yes
CUST101448,31.0,79.81,Month-to-month,DSL,Credit card,No
CUST108172,35.0,64.56,One year,DSL,Bank transfer,No
CUST107067,,28.87,Month-to-month,DSL,Mailed check,Yes
CUST103063,15.0,31.34,One year,No,Electronic check,No
CUST107142,102.0,57.74,Month-to-month,Fiber optic,Electronic check,Yes
CUST103265,9.0,40.56,,No,Bank transfer,No
CUST105181,4.0,78.44,Two year,Fiber optic,Bank transfer,No
CUST100401,6.0,104.43,Two year,No,Electronic check,No
CUST102803,N/A,57.47,Month-to-month,Fiber optic,Bank transfer,No
CUST106030,20.0,51.83,,DSL, electronic check ,Yes
CUST106626,66.0,71.9,Month-to-month,DSL,Mailed check,Yes
CUST108622,9.0,96.47,Month-to-month,DSL,Bank transfer,No
CUST102193,47.0,115.9,Month-to-month,,Bank transfer,No
CUST100195,17.0,74.26,Month-to-month,Fiber optic,Mailed check,Yes
CUST102781,33.0,79.79,Month-to-month,No,Mailed check,No
CUST104249,N/A,71.05,Month-to-month,Fiber optic,Electronic check,Yes
CUST106975,18.0,116.97,Month-to-month,DSL,Credit card,No
CUST100543,6.0,39.19,Month-to-month,DSL,Mailed check,
CUST103429,22.0,,Month-to-month,DSL,Electronic check,No
CUST103334,77.0,30.93,Month-to-month,DSL,Electronic check,Yes
CUST102199,0.0,103.21,Month-to-month,DSL, electronic check ,No
CUST106104,20.0,119.37,One year,,Bank transfer,Yes
CUST106005,1.0,59.38,Month-to-month,DSL,Electronic check,Yes
CUST106724,37.0,72.48,Month-to-month,Fiber optic,Electronic check,No
CUST101359,49.0,119.36,Month-to-month,DSL,Bank transfer,Yes
CUST110500,17.0,44.5,Month-to-month,Fiber optic,Bank transfer,No
CUST109399,13.0,unknown,Two year,DSL,Credit card,No
CUST104826,39.0,48.74,One year,Fiber optic,Credit card,No
CUST102209,26.0,67.87,Month-to-month,DSL,Electronic check,No
CUST104188,,,Two year,DSL,,No
CUST110242,23.0,74.59,Month-to-month,Fiber optic,Credit card,Yes
CUST109558,6.0,72.97,Month-to-month,Fiber optic,Electronic check,No
CUST103711,16.0,107.79,Month-to-month,Fiber optic,Credit card,NO 
CUST100143,10.0,,Two year,Fiber optic,Credit card,No
CUST100847,30.0,53.22,Two year,DSL,Mailed check,Yes
CUST109783,28.0,117.22,Month-to-month,DSL,Mailed check,No
CUST102002,8.0,71.94,Month-to-month,DSL,Bank transfer,Yes
CUST102475,27.0,102.27,Month-to-month,No,Mailed check,No
CUST100682,,55.85,One year,DSL,Mailed check,No
CUST107042,21.0,112.23,One year,No,Credit card,No
CUST103358,18.0,117.86,One year,DSL, electronic check ,No
CUST102830,5.0,104.45,Month-to-month,No,Electronic check,No
CUST105013,15.0,48.86,Month-to-month,Fiber optic,Mailed check,No
CUST106830,6.0,unknown,One year,Fiber optic,Bank transfer,NO 
CUST110467,21.0,20.7,Month-to-month,Fiber optic,Bank transfer,No
CUST101783,8.0,82.45,,Fiber optic,Electronic check,No
CUST104241,5.0,,Two year,Fiber optic,Electronic check,No
CUST101066,6.0,28.34,Month-to-month,Fiber optic,,Yes
CUST101679,27.0,110.41,Month-to-month,Fiber optic,Bank transfer,
CUST101107,33.0,112.78,Month-to-month,No,Bank transfer,Yes
CUST106350,N/A,35.69,Two year,DSL,Bank transfer,No
CUST103560,5.0,112.57,Month-to-month,DSL,Credit card,No
CUST100985,0.0,101.5,Month-to-month,DSL,Mailed check,Yes
CUST108875,50.0,,Two year,No,Credit card,Yes
CUST108839,21.0,84.78,Month-to-month,DSL,Electronic check,No
CUST107000,31.0,42.72,Two year,Fiber optic,Mailed check,
CUST102576,58.0,48.83,Month-to-month,Fiber optic,Electronic check,No
CUST103613,13.0,88.33,Two year,No,Mailed check,No
CUST105063,54.0,22.02,Month-to-month,Fiber optic,Credit card,No
CUST101147,23.0,89.45,Month-to-month,No,Electronic check,No
CUST108461,15.0,24.33,,Fiber optic,Credit card,Yes
CUST101466,41.0,78.54,Month-to-month,DSL,Bank transfer,No
CUST101033,22.0,56.87,,DSL,Electronic check,Yes
CUST108574,36.0,23.55,Month-to-month,DSL,Bank transfer,Yes
CUST102689,22.0,32.28,One year,No,Credit card,No
CUST110225,,27.87,One year,No,Bank transfer,No
CUST100620,15.0,55.39,Month-to-month,DSL,Bank transfer, yes
CUST106323,6.0,47.26,One year,No,Bank transfer,No
CUST102843,11.0,55.34,Two year,Fiber optic,Credit card, yes
CUST106780,12.0,41.34,One year,Fiber optic,Credit card,No
CUST108411,14.0,87.82,Two year,No,Credit card,No
CUST110425,35.0,unknown,Two year,No,Credit card,NO 
CUST103075,34.0,,One year,DSL,Bank transfer,Yes
CUST109388,13.0,83.5,One year,Fiber optic,Credit card,Yes
CUST100491,54.0,42.1,Month-to-month,DSL,Bank transfer,No
CUST105871,11.0,103.79,Month-to-month,Fiber optic,,NO 
CUST106651,7.0,91.67,month to month,Fiber optic,Credit card,No
CUST103587,38.0,107.26,Month-to-month,No, electronic check ,No
CUST100058,24.0,47.56,Month-to-month,No,Electronic check,Yes
CUST108691,21.0,9999.0,Month-to-month,Fiber optic,Bank transfer,No
CUST109566,53.0,59.01,Month-to-month,DSL,Credit card,No
CUST108323,7.0,62.32,Two year,Fiber optic,Credit card,Yes
CUST101479,30.0,100.96,Month-to-month,Fiber optic,Electronic check,No
CUST108546,24.0,88.25,One year,Fiber optic,Credit card,No
CUST107957,44.0,9999.0,Two year,Fiber optic,Mailed check,Yes
CUST102875,22.0,94.98,Month-to-month,DSL,Bank transfer,No
CUST109077,26.0,76.94,Two year,DSL,Bank transfer,No
CUST102506,16.0,110.87,Month-to-month,DSL,Electronic check,No
CUST100049,26.0,63.43,Month-to-month,DSL,Electronic check,No
CUST110446,17.0,92.57,One year,No,Credit card,No
CUST102234,38.0,84.57,Month-to-month,Fiber optic,Mailed check,Yes
CUST107339,17.0,64.76,One year,Fiber optic,Mailed check,No
CUST107420,34.0,76.0,Month-to-month,DSL,Mailed check,Yes
CUST106707,21.0,119.25,Month-to-month,Fiber optic,Credit card,No
CUST110919,,39.3,Two year,Fiber optic,Mailed check,
CUST109584,12.0,67.6,Month-to-month,No,Credit card,
CUST105925,31.0,51.23,Month-to-month,No,Electronic check,NO 
CUST106078,9.0,31.32,Month-to-month,DSL,Credit card,No
CUST104809,16.0,35.15,Two year,DSL,Mailed check,Yes
CUST103271,22.0,101.61,month to month,DSL,Bank transfer,No
CUST103847,29.0,101.7,,Fiber optic,Mailed check,
CUST110924,7.0,45.66,One year,Fiber optic,Electronic check,Yes
CUST104107,13.0,41.46,Month-to-month,Fiber optic,Mailed check,No
CUST100707,2.0,45.34,Month-to-month,DSL,Credit card,No
CUST100633,7.0,30.04,Month-to-month,No,Electronic check,No
CUST106109,39.0,106.46,Month-to-month,DSL,Credit card,No
CUST100757,38.0,81.86,,Fiber optic,Mailed check,No
CUST104708,44.0,27.39,Two year,No,Electronic check,No
CUST101030,21.0,unknown,Month-to-month,Fiber optic,Bank transfer,No
CUST101786,14.0,21.35,Month-to-month,Fiber optic,,No
CUST100662,5.0,105.28,Month-to-month,Fiber optic,Credit card,No
CUST109548,20.0,77.97,Two year,No,Electronic check,No
CUST102081,35.0,60.68,Two year,Fiber optic,Electronic check,No
CUST110569,74.0,64.26,Month-to-month,No,Mailed check,No
CUST105893,15.0,74.4,Month-to-month,Fiber optic,Mailed check,No
CUST107704,75.0,74.9,Month-to-month,Fiber optic,Mailed check,Yes
CUST100656,11.0,87.7,One year,No,Electronic check,No
CUST101447,2.0,43.92,Month-to-month,DSL,Mailed check,No
CUST108415,21.0,40.51,Month-to-month,DSL,Mailed check,No
CUST107987,32.0,82.55,One year,Fiber optic, electronic check ,Yes
CUST102072,12.0,55.26,Month-to-month,DSL,Bank transfer,No
CUST110834,18.0,75.55,Two year,Fiber optic,,No
CUST109074,46.0,58.66,Month-to-month,DSL,Bank transfer,No
CUST108755,N/A,33.22,Two year,DSL,Electronic check,No
CUST104862,25.0,37.74,Month-to-month,DSL,Mailed check,No
CUST109631,37.0,83.53,Month-to-month,,Credit card,No
CUST108617,,52.77,Month-to-month,Fiber optic,Mailed check,No
CUST106137,2.0,115.29,,No,Bank transfer,No
CUST104359,11.0,86.82,One year,DSL,Bank transfer,Yes
CUST100897,37.0,105.14,,DSL,Mailed check,No
CUST107943,32.0,28.77,One year,DSL,Mailed check,No
CUST105153,33.0,46.57,Month-to-month,DSL,Mailed check,No
CUST104108,28.0,74.46,Two year,Fiber optic,Mailed check,No
CUST104246,10.0,27.7,Month-to-month,Fiber optic,Electronic check,No
CUST105537,16.0,56.17,Month-to-month,Fiber optic,Bank transfer,No
CUST104046,25.0,26.0,One year,No,,No
CUST101962,25.0,72.66,One year,DSL,Electronic check,
CUST101063,15.0,61.08,Month-to-month,Fiber optic,Credit card,No
CUST106901,21.0,111.07,Month-to-month,No, electronic check ,No
CUST106183,19.0,9999.0,Month-to-month,DSL,Mailed check,Yes
CUST103679,12.0,32.42,Month-to-month,Fiber optic,Electronic check,Yes
CUST101575,66.0,112.65,One year,DSL,Mailed check,
CUST107937,54.0,108.74,Month-to-month,No,Bank transfer,Yes
CUST106464,3.0,,One year,DSL,Bank transfer,No
CUST100225,65.0,117.59,Month-to-month,Fiber optic,Credit card,No
CUST104396,13.0,44.12,Two year,,Mailed check,Yes
CUST106520,12.0,30.02,Two year,Fiber optic,Bank transfer,No
CUST100113,33.0,109.88,Month-to-month,No,Electronic check,No
CUST101134,,44.94,Month-to-month,Fiber optic,Electronic check,Yes
CUST107306,84.0,,Two year,Fiber optic,Bank transfer,No
CUST107600,33.0,23.08,Month-to-month,DSL,,No
CUST104694,7.0,50.8,Month-to-month,Fiber optic,Bank transfer,Yes
CUST106805,27.0,36.81,Month-to-month,Fiber optic,Electronic check,Yes
CUST109721,11.0,102.83,Month-to-month,No,Credit card,No
CUST103651,9.0,104.71,Month-to-month,Fiber optic,Mailed check,Yes
CUST102764,33.0,98.96,Month-to-month,DSL,Mailed check,No
CUST100285,59.0,77.08,month to month,DSL,Bank transfer,No
CUST108090,12.0,90.85,One year,Fiber optic,Mailed check,Yes
CUST100526,23.0,113.05,Two year,Fiber optic,Mailed check,No
CUST100934,18.0,38.71,Two year,DSL,Electronic check,No
CUST107913,30.0,87.4,Two year,DSL,Credit card,No
CUST108537,30.0,31.57,Month-to-month,DSL,Mailed check,No
CUST103300,8.0,76.3,Two year,Fiber optic,Credit card,No
CUST109625,29.0,29.65,Month-to-month,Fiber optic,Mailed check,No
CUST106887,36.0,80.53,Month-to-month,DSL,Mailed check,No
CUST110063,22.0,119.69,Month-to-month,Fiber optic,Electronic check,No
CUST103800,15.0,39.71,Two year,DSL,Mailed check,No
CUST110247,7.0,66.61,month to month,Fiber optic,Credit card,No
CUST101420,65.0,unknown,Month-to-month,Fiber optic,,Yes
CUST105305,0.0,82.52,Month-to-month,DSL,Mailed check,No
CUST103834,38.0,76.8,One year,, electronic check ,Yes
CUST101706,44.0,83.47,Two year,,Credit card,No
CUST107974,5.0,24.95,Two year,DSL,Mailed check,No
CUST101561,9.0,106.46,Month-to-month,No,Credit card,No
CUST106011,7.0,29.31,Month-to-month,No,Credit card,No
CUST110723,N/A,108.76,Month-to-month,Fiber optic,Bank transfer,Yes
CUST104271,0.0,93.67,Month-to-month,No,Electronic check,
CUST110699,12.0,55.61,Month-to-month,,Credit card,No
CUST109608,25.0,26.13,Month-to-month,Fiber optic,Mailed check,Yes
CUST106990,24.0,48.72,Month-to-month,DSL,Credit card,Yes
CUST110854,22.0,,Month-to-month,Fiber optic,Mailed check,No
CUST109443,18.0,9999.0,One year,Fiber optic,Bank transfer,
CUST101246,8.0,90.5,Month-to-month,No,Credit card,No
CUST105502,22.0,47.8,One year,DSL,,Yes
CUST101148,26.0,,One year,Fiber optic,Credit card,Yes
CUST107758,33.0,20.15,,DSL,Mailed check,No
CUST105235,48.0,unknown,Month-to-month,Fiber optic,Electronic check,No
CUST104304,13.0,81.61,Month-to-month,DSL,Bank transfer,Yes
CUST110451,25.0,74.32,Month-to-month,DSL,Electronic check,No
CUST109145,13.0,31.54,Two year,DSL,Bank transfer,No
CUST107282,26.0,69.37,Month-to-month,,Credit card,No
CUST101815,22.0,36.01,One year,DSL,Credit card,Yes
CUST107152,15.0,29.29,,No,Credit card,No
CUST102350,40.0,69.68,Month-to-month,No,Electronic check, yes
CUST106295,41.0,104.39,month to month,Fiber optic,Credit card,Yes
CUST103067,3.0,40.27,One year,No,Electronic check,No
CUST108806,32.0,27.36,Month-to-month,,Credit card,Yes
CUST106833,1.0,116.78,One year,No,Mailed check,No
CUST106682,33.0,30.93,Month-to-month,Fiber optic,Mailed check,No
CUST110433,19.0,110.66,Two year,Fiber optic,Credit card,No
CUST102161,10.0,42.48,One year,DSL,Credit card,No
CUST101809,31.0,62.39,Two year,DSL,Bank transfer,No
CUST100666,34.0,33.32,Month-to-month,No,Credit card,NO 
CUST100559,34.0,95.49,Two year,DSL,Electronic check,No
CUST108338,58.0,87.28,One year,Fiber optic,Electronic check,No
CUST109165,17.0,33.65,Month-to-month,Fiber optic,Bank transfer,Yes
CUST110496,14.0,103.16,One year,Fiber optic,Mailed check,No
CUST104424,20.0,43.27,Month-to-month,DSL,Credit card,Yes
CUST100024,33.0,62.28,Month-to-month,No,Bank transfer,No
CUST104627,49.0,33.74,Month-to-month,,Electronic check,No
CUST105858,34.0,30.12,Month-to-month,DSL,Electronic check, yes
CUST109118,24.0,57.01,Two year,Fiber optic,Credit card,No
CUST108153,10.0,57.52,Month-to-month,,,
CUST106835,14.0,41.46,Two year,,Bank transfer, yes
CUST110728,36.0,23.87,Two year,DSL,Credit card,No
CUST110991,9.0,119.88,One year,DSL,Bank transfer,No
CUST103532,4.0,96.4,Month-to-month,Fiber optic,Electronic check,No
CUST105307,11.0,,Two year,Fiber optic,Electronic check,NO 
CUST107874,56.0,86.06,Month-to-month,Fiber optic,Credit card,No
CUST104398,65.0,50.24,Month-to-month,,Mailed check,No
CUST106271,10.0,53.19,One year,DSL,Electronic check,Yes
CUST107003,33.0,59.88,One year,No,Credit card,Yes
CUST107176,,unknown,Month-to-month,DSL,Credit card,Yes
CUST103792,67.0,64.31,Month-to-month,Fiber optic,Mailed check,No
CUST110828,24.0,91.77,Month-to-month,Fiber optic,Bank transfer,No
CUST108188,19.0,24.32,Month-to-month,DSL,Bank transfer,No
CUST106265,18.0,72.1,One year,DSL,Bank transfer,No
CUST106091,20.0,54.56,Month-to-month,DSL,Bank transfer,No
CUST106621,16.0,39.6,One year,Fiber optic,Credit card,Yes
CUST110472,26.0,unknown,Month-to-month,Fiber optic,Credit card,No
CUST110133,28.0,26.54,Month-to-month,,Mailed check, yes
CUST103061,17.0,72.32,Month-to-month,No,Electronic check,No
CUST109469,10.0,65.7,One year,DSL,Mailed check,No
CUST101187,54.0,107.6,Month-to-month,Fiber optic,Bank transfer,No
CUST107146,70.0,unknown,Month-to-month,Fiber optic,,No
CUST110328,23.0,49.82,Two year,DSL,,No
CUST109067,4.0,105.68,One year,Fiber optic,Credit card,No
CUST104203,42.0,61.1,Month-to-month,DSL,Credit card,No
CUST108228,,52.37,Month-to-month,No,Credit card,No
CUST107837,N/A,111.64,Month-to-month,Fiber optic,Mailed check,NO 
CUST105281,27.0,77.27,Month-to-month,Fiber optic,Electronic check,Yes
CUST108943,35.0,108.76,Month-to-month,DSL,Credit card,Yes
CUST101132,28.0,109.08,One year,DSL,Credit card,
CUST103136,3.0,100.31,Month-to-month,DSL,Mailed check,Yes
CUST106463,16.0,77.02,,No,Bank transfer,Yes
CUST103085,23.0,31.59,month to month,Fiber optic,Mailed check,No
CUST106617,,23.82,One year,No,Bank transfer,No
CUST101275,28.0,41.34,One year,DSL,Credit card,No
CUST101384,20.0,24.96,One year,DSL,Credit card,No
CUST107735,29.0,98.09,Month-to-month,Fiber optic,Bank transfer,No
CUST101069,28.0,53.98,Month-to-month,Fiber optic,Electronic check,No
CUST110278,69.0,47.46,Two year,DSL,Credit card,No
CUST108371,23.0,102.14,One year,DSL,Bank transfer,Yes
CUST108659,11.0,100.87,,DSL,Electronic check,Yes
CUST107972,22.0,unknown,Month-to-month,DSL,Credit card,No
CUST109916,49.0,33.38,One year,No,Bank transfer,No
CUST105964,8.0,69.78,Month-to-month,Fiber optic,Mailed check,Yes
CUST108283,73.0,77.56,month to month,Fiber optic,Credit card,Yes
CUST110491,2.0,33.15,Month-to-month,DSL,Credit card,Yes
CUST106475,19.0,,Month-to-month,DSL,Credit card,No
CUST100948,16.0,37.72,Two year,Fiber optic,Mailed check,Yes
CUST105412,6.0,unknown,Month-to-month,DSL,,No
CUST102706,19.0,32.93,Two year,Fiber optic,Credit card,No
CUST108329,5.0,85.43,Month-to-month,Fiber optic,Bank transfer,No
CUST105460,22.0,105.28,Month-to-month,Fiber optic,Electronic check,
CUST107283,29.0,26.75,One year,DSL,Electronic check,No
CUST107879,16.0,78.48,Month-to-month,DSL,Credit card,No
CUST102270,N/A,23.04,Month-to-month,DSL,Bank transfer,No
CUST106443,7.0,29.6,month to month,DSL,Electronic check,No
CUST103484,38.0,99.88,Month-to-month,Fiber optic,Mailed check,No
CUST102137,16.0,117.63,Month-to-month,DSL,Bank transfer,No
CUST105016,29.0,49.59,Two year,Fiber optic,Credit card,No
CUST108962,12.0,24.02,One year,Fiber optic,Mailed check,No
CUST105332,39.0,87.29,Month-to-month,Fiber optic,Electronic check,No
CUST107687,52.0,101.5,Two year,,Bank transfer,No
CUST100759,5.0,112.13,Month-to-month,Fiber optic,Credit card,No
CUST105566,33.0,27.56,Month-to-month,Fiber optic,Credit card,No
CUST100259,26.0,80.4,Month-to-month,No,Bank transfer,No
CUST109188,38.0,75.04,One year,DSL,Bank transfer,No
CUST101487,25.0,58.54,month to month,DSL,Electronic check,No
CUST101190,22.0,20.95,month to month,Fiber optic,Bank transfer,No
CUST101202,28.0,80.33,One year,No,Credit card,NO 
CUST101038,37.0,unknown,Month-to-month,No,Mailed check,Yes
CUST100585,29.0,35.68,One year,Fiber optic,Electronic check,Yes
CUST103874,,56.56,Month-to-month,Fiber optic,Credit card,Yes
CUST103837,14.0,45.77,Two year,Fiber optic,Electronic check,No
CUST105425,53.0,21.38,One year,Fiber optic,Credit card,No
CUST102531,35.0,72.87,Month-to-month,DSL,Bank transfer,No
CUST110516,53.0,20.6,Month-to-month,DSL,Bank transfer,No
CUST107755,44.0,57.17,One year,Fiber optic,Mailed check,No
CUST102090,1.0,54.23,Month-to-month,Fiber optic,Electronic check,No
CUST103734,29.0,100.19,Month-to-month,No,Credit card,No
